query_idx,db_idx,success,tx,ty,tz,r00,r01,r02,r10,r11,r12,r20,r21,r22
0,2311,1,-3.0550364038373172,-2.856772753543968,0.7773520841547901,0.9987915883688123,-0.04889401287122732,0.0049737821678226225,0.048986851164562716,0.9985855529785185,-0.020668376703741036,-0.003956187139869758,0.020887050723714554,0.9997740143129243
1,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,14,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,324,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,333,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,495,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,500,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,516,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1267,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1269,1,0.7751204008033052,0.26547306548377503,0.7577139159293325,0.9937955312726274,0.10632552129535738,0.03263932511291716,-0.10619769556070244,0.9943290958777932,-0.005630146396561774,-0.03305285888017188,0.0021289932176654105,0.9994513374385602
1,1693,1,-0.015785067622913165,0.05269829733237104,0.7839132907519692,-0.9942076432326374,-0.10311763948056103,0.030297104907267922,0.10354332065453613,-0.9945421895374258,0.01283019789149399,0.028808729330479996,0.015892943656227957,0.9994585891653056
1,1804,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2076,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2212,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2213,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2214,1,-1.0010403962920922,-1.3786966734361055,0.9919302317260648,0.9995732872457374,-0.003409498333147145,0.02901066607071873,0.0037397807463565415,0.9999287267492116,-0.011338230094225433,-0.028969940709633234,0.011441885457243717,0.9995147951843752
1,2216,1,-2.0433630137791696,1.796572198444405,0.8330543704459745,0.9906429250860811,0.13543527137133368,0.016848805461106453,-0.13559602682327448,0.9907252129614398,0.008790330611049972,-0.015502015566849266,-0.010992709906248588,0.9998194076143362
1,2218,1,0.2688778022383138,-0.017319053848701055,1.0808062508610592,0.9948496008605585,0.09846410640535548,0.024064318344431623,-0.09782967613680567,0.9948567272991385,-0.02625731544951223,-0.026525952095165624,0.02376787532452828,0.9993655297077254
1,2311,1,0.33586618428026205,-1.8567690032779827,0.5775584558960403,0.999221197117902,-0.03738141108879622,0.01263445033536415,0.03775598670453514,0.998811058821718,-0.030837546001680954,-0.011466677733036975,0.03129055577085914,0.9994445539505018
1,2312,1,-2.3018725841160115,-2.365538619212801,1.1995011784500829,0.9998436258226058,0.016210076249618514,0.007068049935202086,-0.01607047033291206,0.9996830223876748,-0.019380266590595566,-0.0073799651207813195,0.019263649130554575,0.9997872013268577
2,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,14,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,16,1,-0.6277185204234715,-0.11438108517463397,1.2362983912972771,0.9996230574755134,0.01714865010842146,0.02143984054896799,-0.017868670175894465,0.9992669920963007,0.03385541512013864,-0.020843550308220923,-0.034225755013889,0.999196749446413
2,311,1,0.0023364675211179006,0.14082331724363656,0.8497392768106908,0.9992038084815884,0.019652196825187762,0.0347208910575974,-0.019485967516360808,0.9997970230993587,-0.005119538222514803,-0.03481445369154596,0.004438891934316408,0.9993839352583943
2,502,1,1.0030628282885998,0.6196007897270651,0.9756262903299644,-0.9946888311478195,-0.10285809700855299,0.0037869604650275445,0.10288007714738664,-0.9946747122978492,0.006156820716792178,0.0031335149484825226,0.006513723587168829,0.9999738759033145
2,508,1,-1.3101221039465847,1.681120902666654,1.3410970179402866,0.9884579849286567,0.1485865042850269,0.029544251135116457,-0.1488067127097509,0.988851624006106,0.005387759553318166,-0.028414332357048346,-0.009721956842241001,0.9995489529141935
2,656,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1192,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1487,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1691,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1692,1,0.19597373821423283,6.649819409881894,1.1327267695046765,-0.9999026500737138,-0.00565634215325965,0.012755240844814728,0.005344562974575535,-0.9996893000621558,-0.02434623149170458,0.012888988407736604,-0.02427569019991253,0.9996222110593297
2,1693,1,-0.6182876306123364,4.672286906195863,0.7948703009367699,-0.9987389790148813,-0.04344782008578007,0.02515429836242794,0.04348069228586475,-0.9990539775891233,0.0007610924341341174,0.02509743402530029,0.001853858987366619,0.9996832908537586
2,1805,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2199,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,2211,1,0.1196383741887221,-0.8755824564993147,0.6913382892468143,0.9962227467210458,0.0741256232417702,0.04522865125773558,-0.07372027434627167,0.9972229671933308,-0.010567632300542454,-0.04588638213985902,0.007193447097752341,0.9989207647521232
2,2311,1,2.2453134598505593,-2.0879092030894886,0.5870037914360104,0.9989484530274689,-0.04275980202549762,0.016540481394655762,0.043067266515248954,0.9988971190864734,-0.01870176557570717,-0.015722555419880546,0.01939445311124921,0.9996882796349992
2,2312,1,1.449064036161215,-2.4057510914738547,1.2721279548813405,0.9998548228751745,0.012450551745141439,0.01163258073235023,-0.012363965959900499,0.9998955414656322,-0.007485886914235801,-0.011724569032399984,0.0073409753024962525,0.9999043177037553
2,2313,1,-2.10591425197791,-2.2746209670960313,0.8821859936626175,0.9992187281949051,0.028601981309352695,0.027273794927294297,-0.02877318105843927,0.9995685223852758,0.0059053457387862615,-0.02709312230686856,-0.006685485898254991,0.9996105576683199
2,2413,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,14,1,0.8348096685783033,0.29950668909527184,0.6135405293038754,0.9995935151846117,0.027970208083639446,-0.005520132301809413,-0.027823072021941713,0.9992966908280418,0.02513961740732882,0.006219410272157201,-0.024975811495984178,0.9996687090111323
3,442,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,447,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,507,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,516,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,729,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,1268,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,1690,1,2.2634951307689377,5.358145350084164,0.5823404380770691,-0.9977061260116826,-0.04549799672919639,0.05012403028878055,0.044536833470426196,-0.9988049306969632,-0.02012910529214138,0.05097996256558143,-0.017850566071265617,0.9985401347506004
3,1691,1,-0.6108260057714492,6.091986733810541,0.7590859076981802,-0.9990603445331747,-0.015035134574553369,0.04064938756708571,0.013121536275755246,-0.9988115508763046,-0.046939441004716434,0.041306818650413066,-0.04636195168881788,0.9980702962059265
3,1692,1,-3.155217424505446,6.056500325177676,1.0758821531584881,-0.9988949785406255,-0.004749508255934015,0.0467575022606011,0.0027637633953862028,-0.9990950923567484,-0.04244240851500882,0.04691677160906989,-0.04226628206960466,0.9980041973568022
3,2072,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,2200,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,2201,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,2213,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,2313,1,1.337540971336493,-2.4282154914682867,0.5089047194150829,0.9998344557912315,0.016958099160299122,-0.0065942312305298624,-0.016791273212121725,0.9995568251147084,0.024580612492775877,0.007008149296934062,-0.02446581777651398,0.9996761023471344
3,2314,1,-1.9389506857056338,-1.8978998483542653,0.5697271268418163,0.999817761497235,0.018041758143812366,-0.006240092766805236,-0.017960540728173945,0.9997563065172823,0.012835363480366192,0.006470144620467103,-0.012720948942657297,0.9998981521568027
3,2315,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,2416,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,2673,1,0.12462098160526984,-0.1047701487723134,0.24435181517193194,0.9999090034110619,0.01347646758512648,-0.0006080451659380897,-0.013481924636242726,0.9998580771219566,-0.010102639362374788,0.00047181097852689495,0.010109917675756147,0.9999487821678619
4,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,1120,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,1122,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,1689,1,1.460214424397077,6.053710172096897,0.6042585658567934,-0.9992457783541906,-0.03210162598654105,0.021848570899438566,0.033093164880943944,-0.9983632115823031,0.04664483033769309,0.020315434513940845,0.04733268815617542,0.9986725688394671
4,1690,1,-1.3817321543339953,6.045240445256036,0.619553947470608,-0.9990864355827579,-0.027057063910749284,0.03307883805500795,0.02855941583825505,-0.9985413010869103,0.045821717456222356,0.03179078485217753,0.0467245686570767,0.99840180322468
4,1805,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,1806,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2068,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2070,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2071,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2073,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2199,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2213,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2271,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2313,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2413,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2415,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2416,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,2417,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,13,1,-0.7714262522869311,0.41877121964439945,0.3220811829614818,0.999665892486115,0.025667366853904954,0.0030478974271405134,-0.025578132942130506,0.9993243943552415,-0.026391550953366268,-0.003723239870597672,0.026304773812304293,0.9996470358879426
5,16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,325,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,326,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2070,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2196,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2202,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2203,1,0.08749820607974951,-0.4643314587765677,0.6333288928639684,0.9935015084314872,0.11371582027033292,-0.0048440648844704235,-0.11376566779592687,0.9934387548168865,-0.011696720002662428,0.003482179677505334,0.01217179724277445,0.9999198576768912
5,2369,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2415,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2416,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2417,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2552,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2639,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2654,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2658,1,-0.06090831861684614,0.10605197740795047,0.6458715995113804,0.999773028428481,0.019829764523991558,0.007789227552645552,-0.01964471496620107,0.9995388466863918,-0.023155542289793905,-0.008244804475581147,0.022997269484892408,0.9997015298554858
5,2660,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,2661,1,-0.19490800493133517,0.12854735965143294,0.6724199754671483,0.9999236742497851,0.012262400258351484,-0.0015097068304031698,-0.012296607015625736,0.9996058498277337,-0.02523763947118151,0.0011996377424242975,0.025254277461017494,0.9996803400783717
6,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,256,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,325,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,326,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,442,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,465,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,1262,1,-1.0752191857640894,0.874614554699986,-0.10274409857007316,-0.990783166874382,0.1321817463047909,0.029609157066466534,-0.13040455370209122,-0.9899038458747453,0.05554303103132438,0.03665199328998627,0.05116993127026995,0.9980171689513496
6,1807,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2016,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2069,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2203,1,-0.2709125091428679,-0.44587358171305613,0.012518884060122693,0.9954119099551044,0.09396785903389945,-0.018032498110809606,-0.09462962335178068,0.9946986624746438,-0.04024680428872102,0.014154995719931377,0.041768556830942695,0.9990270385512241
6,2204,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2361,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2362,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2381,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2384,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2416,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2549,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,2550,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,326,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,439,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,671,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,738,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,766,1,-0.8898598742270845,1.360624592558028,-0.22281862290560506,0.9997522878986431,0.02138477308585103,-0.006168818484533916,-0.021651700130908384,0.9986576462535254,-0.047054324570752655,0.005154291694276353,0.04717623405312445,0.9988732833636582
7,1120,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,1121,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,1213,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,1450,1,-0.7586632214358128,0.9808426573316458,0.27614470222875265,0.9999765851302987,0.002875917282194237,-0.0062095322635612096,-0.0030052964855070653,0.9997764732818435,-0.02092777257983907,0.006147957724352862,0.0209459440442593,0.9997617066300921
7,1483,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2361,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2366,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2369,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2383,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2384,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2385,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2655,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2658,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2669,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,443,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,475,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,526,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,671,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,672,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,729,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,809,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,1122,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,1275,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,1996,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2036,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2037,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2496,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2669,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2670,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2679,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2680,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2681,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2682,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2683,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,324,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,644,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,674,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,699,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,740,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,1019,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,1261,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,1276,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,1277,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,1985,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2047,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2067,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2361,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2367,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2368,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2380,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2381,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2552,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2681,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2682,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10,26,1,0.3631867764372708,-0.29499720946758456,0.17942018603455478,0.999884908115229,0.014145165205283933,0.005484963510858713,-0.013838796165599559,0.9985323030668456,-0.052361507357103605,-0.006217575418699288,0.0522795756805299,0.9986131321600855
